identifier	prefixed_short_name	short_name	sorting_order	parent_short_name	parent-XPath	Export_documentation	Export_example	example_explanation	usage_notes	export	children	depth	ordering	To Do	check	action	BDI Data URI	Q	ABCD 3 Label	documentation	abcd3_doc	documentation_corrected	content	content_corrected	Compared Vocabularies	example_value	collection	#_used_Biocase	recommended in OpenUp!	mandatory_recommended_concepts	replaced_by	replaces	added	date_modified	date_created	deprecated	removed	comment	version_history	change_to_2.1	comment_2.06_2.1	TDWG_Wiki_concept	group	subgroup	full_name	content_contains_documentation	recommended	reviewer	editorial_notes	notes_total	element_name	schema_documentation	repeatable	leaf	tdwg_export_type	restriction	restriction_detail	minOccurs	maxOccurs	cardinality	tdwgutil_repeatable	required	type	contains_doc
/DataSets/DataSet/Metadata/Scope/GeoecologicalTerms/GeoecologicalTerm/@language	abcd:DataSet-GeoecologicalTerm-@language	DataSet-GeoecologicalTerm-@language	35	DataSet-GeoecologicalTerm	/DataSets/DataSet/Metadata/Scope/GeoecologicalTerms/GeoecologicalTerm	The language of the text in the element carrying this attribute, according to RFC 3066.	EN <br/><br/>EN-US <br/><br/>UND		"The value UND (undefined) should be used if the language cannot be set for some reason. However, use of UND is discouraged by the W3 consortium.

Recommended values are defined by the following reference: H. Alvestrand, ed. RFC 3066: Tags for the Identification of Languages 1995. Available at: http://www.ietf.org/rfc/rfc3066.txt .
"	true		7	1.1.6.3.1.1.1				https://wiki.bgbm.org/entity/Q109	Q109		Language			The language of the text in the element carrying this attribute. This is a mandatory attribute. The value UND (undefined) should be used if the language cannot be set for some reason. However, use of UND is discouraged by the W3 consortium.		W3C, XML type xs:language	EN <br/><br/>EN-US <br/><br/>UND	DataSet					/DataSets/DataSet/Metadata/Scope/GeoecologicalTerms/GeoEcologicalTerm/@language	added in 2.06d	2012-11-26	2005-09-09							0032	Meta	Language	Language	true		Berendsohn 10 Apr 2005			language		false	true	Property			0		0..1	False	False		true
/DataSets/DataSet/Metadata/Scope/TaxonomicTerms	abcd:DataSet-TaxonomicTerms	DataSet-TaxonomicTerms	36	DataSet-Scope	/DataSets/DataSet/Metadata/Scope	A container for taxonomic terms describing the data source. This may include scientific and common names of groups of organisms.				true	DataSet-TaxonomicTerm	5	1.1.6.3.2		Yes		https://wiki.bgbm.org/entity/Q111	Q111		A container for taxonomic terms describing a data source.			A container for taxonomic terms describing the data source. This may include scientific and common names of groups of organisms.				DataSet							2005-09-09	2005-09-09							0033	Container			true		Berendsohn 25 May 2005			TaxonomicTerms	A collection of taxon names of higher rank describing the taxonomic scope of the source queried. A list of recommended terms should be developed.	false	false	Class			0	1	0..1	False	False		false
/DataSets/DataSet/Metadata/Scope/TaxonomicTerms/TaxonomicTerm	abcd:DataSet-TaxonomicTerm	DataSet-TaxonomicTerm	37	DataSet-TaxonomicTerms	/DataSets/DataSet/Metadata/Scope/TaxonomicTerms	A scientific or common taxon name of higher rank, or another term for a group of organisms that serves to describe the - or part of the - taxonomic scope of the source queried. A list of recommended terms should be developed.				true	DataSet-TaxonomicTerm-@language	6	1.1.6.3.2.1	see comment in documentation; recommended terms should be developed	call for action	revise documentation / clarify	https://wiki.bgbm.org/entity/Q112	Q112	Taxonomic Term 	A name for a group of organisms that is included in the scope of the source queried.	A container for taxonomic terms describing a queried source.		A scientific or common taxon name of higher rank, or another term for a group of organisms that serves to describe the - or part of the - taxonomic scope of the source queried. A list of recommended terms should be developed.				DataSet	5						2005-09-09	2005-09-09							0034	Meta		Datasource taxonomic coverage term	false		Berendsohn 25 May 2005			TaxonomicTerm	A name for a group of organisms that is included in the scope of the source queried.	true	true	Property			1	unbounded	1..n	True	True	StringL255	false
/DataSets/DataSet/Metadata/Scope/TaxonomicTerms/TaxonomicTerm/@language	abcd:DataSet-TaxonomicTerm-@language	DataSet-TaxonomicTerm-@language	38	DataSet-TaxonomicTerm	/DataSets/DataSet/Metadata/Scope/TaxonomicTerms/TaxonomicTerm	The language of the taxonomic term.	LA<br/><br/>EN<br/><br/>UND		" The value LA should be used for scientific names of organism groups formed in accordance with the respective Code of Nomenclature. 

The value UND (undefined) should be used if the language cannot be set for some reason. However, use of UND is discouraged by the W3 consortium.

Recommended values are defined by the following reference: H. Alvestrand, ed. RFC 3066: Tags for the Identification of Languages 1995. Available at: http://www.ietf.org/rfc/rfc3066.txt .
"	true		7	1.1.6.3.2.1.1				https://wiki.bgbm.org/entity/Q113	Q113		Language			The language of the term. This is a mandatory attribute. The value LA should be used for scientific names of organism groups formed in accordance with the respective Code of Nomenclature. The value UND (undefined) should be used if the language cannot be set for some reason. However, use of UND is discouraged by the W3 consortium.		W3C, XML type xs:language	LA<br/><br/>EN<br/><br/>UND	DataSet	2						2005-09-09	2005-09-09							0036	Meta	Language	Language	true		Berendsohn 25 May 2005			language		false	true	Property			0		0..1	False	False		true
/DataSets/DataSet/Metadata/Version	abcd:DataSet-Version	DataSet-Version	39	DataSet-Metadata	/DataSets/DataSet/Metadata	The number and date of the current version of the data source (particularly for citing purposes).				true	DataSet-Major|DataSet-Minor|DataSet-Modifier|DataSet-DateIssued	4	1.1.6.4		Yes		https://wiki.bgbm.org/entity/Q114	Q114	Version	The number and date of the current version of the data source.	The number and date of the current version of a concept.		The number and date of the current version of the data source (particularly for citing purposes).				DataSet							2005-09-09	2005-09-09							0037	Meta		Dataset version	false		Berendsohn 25 May 2005			Version	Number and date of current version (particularly for citing purposes)	false	false	Class			0	1	0..1	False	False		false
/DataSets/DataSet/Metadata/Version/Major	abcd:DataSet-Major	DataSet-Major	40	DataSet-Version	/DataSets/DataSet/Metadata/Version	The major version number of the data source as defined by the content creators.	"	
 '1' in 1.2"			true		5	1.1.6.4.1		Yes		https://wiki.bgbm.org/entity/Q115	Q115	Major	The major version number of the data source.	A major version number.		The major version number of the data source as defined by the content creators (e.g. '1' in 1.2).				DataSet	33						2005-09-09	2005-09-09							0038	Meta		Data source major version number	false		Berendsohn 25 May 2005			Major	The major version number ('1' in 1.2) as defined by the content creators OR the only version number given.	false	true	Property		( minInclusive=0, )	1	1	1..1	False	True	nonNegativeInteger	false
/DataSets/DataSet/Metadata/Version/Minor	abcd:DataSet-Minor	DataSet-Minor	41	DataSet-Version	/DataSets/DataSet/Metadata/Version	An optional minor version number for the data source.	'2' in 1.2			true		5	1.1.6.4.2		Yes		https://wiki.bgbm.org/entity/Q116	Q116	Minor	An optional minor version number for the data source.	An optional minor version number.		An optional minor version number for the data source (e.g. '2' in 1.2).				DataSet	8						2005-09-09	2005-09-09							0039	Meta		Data source minor version number	false		Berendsohn 25 May 2005			Minor	An optional minor version number ('2' in 1.2)	false	true	Property		( minInclusive=0, )	0	1	0..1	False	False	nonNegativeInteger	false
/DataSets/DataSet/Metadata/Version/Modifier	abcd:DataSet-Modifier	DataSet-Modifier	42	DataSet-Version	/DataSets/DataSet/Metadata/Version	Unconstrained text specifying a status and an optional number for the data souce version. If this information is missing, release status is assumed.	'beta', 'alpha', 'rc/release candidate', 'internal'			true		5	1.1.6.4.3		Yes		https://wiki.bgbm.org/entity/Q117	Q117	Modifier	Text specifying a status and optional number for the data source version.	Text specifying a status and optional number for a version.		Unconstrained text specifying a status and an optional number for the data souce version <br/>(e. g., 'beta', 'alpha', 'rc/release candidate', 'internal'. If this information is missing, release status is assumed.	Unconstrained text specifying a status and an optional number for the data souce version(e. g., 'beta', 'alpha', 'rc/release candidate', 'internal'. If this information is missing, it is assumed to be released.			DataSet	2						2005-09-09	2005-09-09							0040	Meta		Data source version status	false		Berendsohn 25 May 2005			Modifier	Unconstrained text specifying status + optional number, e. g., 'beta', 'alpha', 'rc/release candidate', 'internal'. If missing, release status is assumed.	false	true	Property		( minLength=1,  maxLength=255,  whiteSpace=collapse, )	0	1	0..1	False	False	String255	false
/DataSets/DataSet/Metadata/Version/DateIssued	abcd:DataSet-DateIssued	DataSet-DateIssued	43	DataSet-Version	/DataSets/DataSet/Metadata/Version	Publication date of the current dataset version. This date should be missing if the current version is not yet published				true		5	1.1.6.4.4	"Dublin Core?
See schema documentation"	call for action	revise documentation / reference	https://wiki.bgbm.org/entity/Q335	Q335	Date	Publication date of the current dataset version.	Concept to describe date and time (and periods).		Publication date of the current data source version. Citable 'publication date' of the current version (comp. Revision-Data/ Date-Created and Date-Modified for version-independent dates). This date should be missing if the current version is not yet published.		Dublin Core: Date.Issued		DataSet	2						2005-09-09	2005-09-09							0041	Meta		Dataset publication date	false		Berendsohn 25 May 2005			DateIssued	Source for Dublin-Core standard element Date.Issued: Citable 'publication date' of the current version (comp. RevisionData/DateCreated and DateModified for version- independent dates). This date should be missing if the current version is not yet published!	false	true	Property		( whiteSpace=collapse, )	0	1	0..1	False	False	date	false
/DataSets/DataSet/Metadata/RevisionData	abcd:DataSet-RevisionData	DataSet-RevisionData	44	DataSet-Metadata	/DataSets/DataSet/Metadata	Creators, revision status, and dates of the entire data source from which the current dataset is derived.				true	DataSet-Creators|DataSet-Contributors|DataSet-RevisionData-DateCreated|DataSet-DateModified	4	1.1.6.5		Yes		https://wiki.bgbm.org/entity/Q119	Q119		Creators, revision status, and dates of the data source.			Creators, revision status, and dates of the entire data source from which the current dataset is derived.				DataSet							2005-09-09	2005-09-09							0042	Meta			false		Berendsohn 25 May 2005			RevisionData	Creators, Revision status, and dates of the entire data collection from which the current dataset is derived.	false	false	Class			1	1	1..1	False	True	RevisionData	false
/DataSets/DataSet/Metadata/RevisionData/Creators	abcd:DataSet-Creators	DataSet-Creators	45	DataSet-RevisionData	/DataSets/DataSet/Metadata/RevisionData	Author(s) or editor(s) of the data source.				true		5	1.1.6.5.1	Dublin Core?	call for action	revise documentation / reference	https://wiki.bgbm.org/entity/Q120	Q120	Creators	Author(s) or editor(s) of the data collection.	Author(s) or editor(s) of a concept.		"Author(s) or editor(s) of the data source. Source for Dublin-Core standard element ""Creator""."		Dublin Core: Creator		DataSet	58						2005-09-09	2005-09-09							0043	Meta		Author or editor	false		Berendsohn 25 May 2005			Creators	"Source for Dublin-Core standard element ""Creators"", i.e. Author or editor."	false	true	Property		( minLength=1,  whiteSpace=collapse, )	0	1	0..1	False	False	String	false
